owner_type,owner_id,parameter,low,base,high,unit,posture,confidence,last_updated,methodology,evidence_ids,confirming_evidence,falsifying_evidence,correlation_group
odm,illustrative-odm-b,compute_tray_capacity,2500.0,3200.0,4050.0,tray,synthetic,0.2,2026-07-19,Illustrative gross compute-tray starts for a second declared ODM scope.,synthetic:assembly-capacity,"Line-level starts, station cycle times, shifts, and WIP records support the range.",Verified line output or serialized tray receipts fall outside the range.,odm-b-tray
odm,illustrative-odm-b,compute_tray_effective_yield,0.86,0.92,0.97,ratio,synthetic,0.2,2026-07-19,Illustrative post-assembly and functional-test tray yield.,synthetic:assembly-capacity,"First-pass yield, rework, scrap, and acceptance records support the range.",Factory quality data show materially different sellable yield.,odm-b-tray
odm,illustrative-odm-b,compute_tray_platform_qualified_share,0.68,0.78,0.89,ratio,synthetic,0.2,2026-07-19,Illustrative share of good trays qualified for the selected GB200 rack scope.,synthetic:assembly-capacity,Qualification lots and accepted configuration records support the share.,Qualification or configuration records imply a different share.,odm-b-qualification
odm,illustrative-odm-b,compute_tray_customer_allocation_share,0.72,0.82,0.92,ratio,synthetic,0.15,2026-07-19,Illustrative customer allocation after platform qualification.,synthetic:assembly-capacity,Allocation ledgers and serialized shipment destinations support the share.,Customer routing records show a materially different allocation.,odm-b-allocation
odm,illustrative-odm-b,rack_integration_capacity,125.0,170.0,225.0,rack,synthetic,0.2,2026-07-19,Illustrative gross rack-integration starts for the second declared ODM scope.,synthetic:assembly-capacity,"Rack-station cycle time, shifts, burn-in slots, and WIP support the range.",Verified integrated-rack output falls outside the range.,odm-b-rack
odm,illustrative-odm-b,rack_integration_effective_yield,0.86,0.93,0.98,ratio,synthetic,0.2,2026-07-19,Illustrative rack integration and factory-test completion yield.,synthetic:assembly-capacity,"Rack bring-up, rework, and acceptance records support the range.",Factory test records show materially different completion yield.,odm-b-rack
odm,illustrative-odm-b,rack_platform_qualified_share,0.7,0.8,0.9,ratio,synthetic,0.2,2026-07-19,Illustrative share of completed racks passing the selected platform configuration gate.,synthetic:assembly-capacity,Configuration and qualification records support the share.,Factory acceptance records imply a different qualification share.,odm-b-qualification
odm,illustrative-odm-b,rack_customer_allocation_share,0.73,0.83,0.93,ratio,synthetic,0.15,2026-07-19,Illustrative selected-customer allocation of qualified rack output.,synthetic:assembly-capacity,Serialized rack allocation and shipment ledgers support the share.,Allocation or shipment records show a materially different share.,odm-b-allocation
odm,illustrative-odm-c,compute_tray_capacity,1450.0,1950.0,2550.0,tray,synthetic,0.2,2026-07-19,Illustrative gross compute-tray starts for a third declared ODM scope.,synthetic:assembly-capacity,"Line-level starts, station cycle times, shifts, and WIP records support the range.",Verified line output or serialized tray receipts fall outside the range.,odm-c-tray
odm,illustrative-odm-c,compute_tray_effective_yield,0.84,0.91,0.96,ratio,synthetic,0.2,2026-07-19,Illustrative post-assembly and functional-test tray yield.,synthetic:assembly-capacity,"First-pass yield, rework, scrap, and acceptance records support the range.",Factory quality data show materially different sellable yield.,odm-c-tray
odm,illustrative-odm-c,compute_tray_platform_qualified_share,0.62,0.74,0.86,ratio,synthetic,0.2,2026-07-19,Illustrative share of good trays qualified for the selected GB200 rack scope.,synthetic:assembly-capacity,Qualification lots and accepted configuration records support the share.,Qualification or configuration records imply a different share.,odm-c-qualification
odm,illustrative-odm-c,compute_tray_customer_allocation_share,0.68,0.79,0.9,ratio,synthetic,0.15,2026-07-19,Illustrative customer allocation after platform qualification.,synthetic:assembly-capacity,Allocation ledgers and serialized shipment destinations support the share.,Customer routing records show a materially different allocation.,odm-c-allocation
odm,illustrative-odm-c,rack_integration_capacity,70.0,105.0,145.0,rack,synthetic,0.2,2026-07-19,Illustrative gross rack-integration starts for the third declared ODM scope.,synthetic:assembly-capacity,"Rack-station cycle time, shifts, burn-in slots, and WIP support the range.",Verified integrated-rack output falls outside the range.,odm-c-rack
odm,illustrative-odm-c,rack_integration_effective_yield,0.83,0.91,0.97,ratio,synthetic,0.2,2026-07-19,Illustrative rack integration and factory-test completion yield.,synthetic:assembly-capacity,"Rack bring-up, rework, and acceptance records support the range.",Factory test records show materially different completion yield.,odm-c-rack
odm,illustrative-odm-c,rack_platform_qualified_share,0.64,0.76,0.88,ratio,synthetic,0.2,2026-07-19,Illustrative share of completed racks passing the selected platform configuration gate.,synthetic:assembly-capacity,Configuration and qualification records support the share.,Factory acceptance records imply a different qualification share.,odm-c-qualification
odm,illustrative-odm-c,rack_customer_allocation_share,0.69,0.8,0.91,ratio,synthetic,0.15,2026-07-19,Illustrative selected-customer allocation of qualified rack output.,synthetic:assembly-capacity,Serialized rack allocation and shipment ledgers support the share.,Allocation or shipment records show a materially different share.,odm-c-allocation
component,connectx7-nics,capacity,30000.0,37000.0,45000.0,NIC,synthetic,0.2,2026-07-19,"Illustrative quarterly component input, not actual output.",synthetic:assembly-capacity,Supplier sellable output and allocation records support the range.,Verified output or allocations fall outside the range.,networking-components
component,connectx7-nics,effective_yield,0.96,0.98,0.995,ratio,synthetic,0.2,2026-07-19,Illustrative final-test yield.,synthetic:assembly-capacity,Final-test and RMA data support the range.,Quality data show a different yield.,networking-components
component,connectx7-nics,platform_qualified_share,0.9,0.96,0.99,ratio,synthetic,0.2,2026-07-19,Illustrative GB200-compatible share.,synthetic:assembly-capacity,Qualified SKU records support the share.,Qualification records imply another share.,networking-qualification
component,connectx7-nics,customer_allocation_share,0.82,0.89,0.95,ratio,synthetic,0.15,2026-07-19,Illustrative platform/customer allocation.,synthetic:assembly-capacity,Allocation records support the share.,Shipment routing implies another share.,networking-allocation
component,connectx7-nics,units_per_rack,72.0,72.0,72.0,NIC/rack,derived,0.98,2026-07-19,Eighteen trays multiplied by four ConnectX-7 NICs per tray.,nvidia:dgx-gb200-assembly-topology,A current rack BOM supports seventy-two NICs.,A current rack BOM reports another NIC count.,
component,bluefield3-dpus,capacity,15500.0,19000.0,23000.0,DPU,synthetic,0.2,2026-07-19,"Illustrative quarterly component input, not actual output.",synthetic:assembly-capacity,Supplier sellable output and allocation records support the range.,Verified output or allocations fall outside the range.,networking-components
component,bluefield3-dpus,effective_yield,0.96,0.985,0.997,ratio,synthetic,0.2,2026-07-19,Illustrative final-test yield.,synthetic:assembly-capacity,Final-test and RMA data support the range.,Quality data show a different yield.,networking-components
component,bluefield3-dpus,platform_qualified_share,0.9,0.96,0.99,ratio,synthetic,0.2,2026-07-19,Illustrative GB200-compatible share.,synthetic:assembly-capacity,Qualified SKU records support the share.,Qualification records imply another share.,networking-qualification
component,bluefield3-dpus,customer_allocation_share,0.82,0.89,0.95,ratio,synthetic,0.15,2026-07-19,Illustrative platform/customer allocation.,synthetic:assembly-capacity,Allocation records support the share.,Shipment routing implies another share.,networking-allocation
component,bluefield3-dpus,units_per_rack,36.0,36.0,36.0,DPU/rack,derived,0.98,2026-07-19,Eighteen trays multiplied by two BlueField-3 DPUs per tray.,nvidia:dgx-gb200-assembly-topology,A current rack BOM supports thirty-six DPUs.,A current rack BOM reports another DPU count.,
component,nvlink-switch-trays,capacity,3600.0,4400.0,5200.0,switch_tray,synthetic,0.2,2026-07-19,Illustrative quarterly switch-tray input.,synthetic:assembly-capacity,Supplier sellable output supports the range.,Verified output falls outside the range.,networking-components
component,nvlink-switch-trays,effective_yield,0.93,0.97,0.99,ratio,synthetic,0.2,2026-07-19,Illustrative final-test yield.,synthetic:assembly-capacity,Final-test data support the range.,Quality data show another yield.,networking-components
component,nvlink-switch-trays,platform_qualified_share,0.9,0.96,0.99,ratio,synthetic,0.2,2026-07-19,Illustrative qualified share.,synthetic:assembly-capacity,Qualification records support the share.,Qualification records imply another share.,networking-qualification
component,nvlink-switch-trays,customer_allocation_share,0.86,0.92,0.97,ratio,synthetic,0.15,2026-07-19,Illustrative customer allocation.,synthetic:assembly-capacity,Allocation records support the share.,Routing records imply another share.,networking-allocation
component,nvlink-switch-trays,units_per_rack,9.0,9.0,9.0,switch_tray/rack,reported,0.99,2026-07-19,NVIDIA reports nine NVLink switch trays per rack.,nvidia:dgx-gb200-assembly-topology,A current rack inventory reports nine trays.,A current rack inventory reports another count.,
component,management-tor-switches,capacity,900.0,1150.0,1400.0,switch,synthetic,0.2,2026-07-19,Illustrative quarterly management-switch input.,synthetic:assembly-capacity,Supplier output supports the range.,Verified output falls outside the range.,networking-components
component,management-tor-switches,effective_yield,0.97,0.99,0.999,ratio,synthetic,0.2,2026-07-19,Illustrative final-test yield.,synthetic:assembly-capacity,Final-test data support the range.,Quality data show another yield.,networking-components
component,management-tor-switches,platform_qualified_share,0.9,0.96,0.99,ratio,synthetic,0.2,2026-07-19,Illustrative qualified share.,synthetic:assembly-capacity,Qualification records support the share.,Qualification records imply another share.,networking-qualification
component,management-tor-switches,customer_allocation_share,0.86,0.92,0.97,ratio,synthetic,0.15,2026-07-19,Illustrative customer allocation.,synthetic:assembly-capacity,Allocation records support the share.,Routing records imply another share.,networking-allocation
component,management-tor-switches,units_per_rack,2.0,2.0,2.0,switch/rack,reported,0.99,2026-07-19,NVIDIA reports two management TOR switches per rack.,nvidia:dgx-gb200-assembly-topology,A current rack inventory reports two switches.,A current rack inventory reports another count.,
component,power-shelves,capacity,3500.0,4200.0,5000.0,power_shelf,synthetic,0.2,2026-07-19,Illustrative quarterly power-shelf input.,synthetic:assembly-capacity,Supplier output supports the range.,Verified output falls outside the range.,power-components
component,power-shelves,effective_yield,0.96,0.985,0.997,ratio,synthetic,0.2,2026-07-19,Illustrative final-test yield.,synthetic:assembly-capacity,Final-test data support the range.,Quality data show another yield.,power-components
component,power-shelves,platform_qualified_share,0.9,0.96,0.99,ratio,synthetic,0.2,2026-07-19,Illustrative qualified share.,synthetic:assembly-capacity,Qualification records support the share.,Qualification records imply another share.,power-qualification
component,power-shelves,customer_allocation_share,0.86,0.92,0.97,ratio,synthetic,0.15,2026-07-19,Illustrative customer allocation.,synthetic:assembly-capacity,Allocation records support the share.,Routing records imply another share.,power-allocation
component,power-shelves,units_per_rack,8.0,8.0,8.0,power_shelf/rack,reported,0.99,2026-07-19,NVIDIA reports eight power shelves per rack.,nvidia:dgx-gb200-assembly-topology,A current rack inventory reports eight shelves.,A current rack inventory reports another count.,
component,liquid-cooling-integration,capacity,380.0,465.0,560.0,rack_cooling_set,synthetic,0.2,2026-07-19,Illustrative quarterly rack-side cooling integration input.,synthetic:assembly-capacity,Supplier and integrator output supports the range.,Verified output falls outside the range.,cooling-components
component,liquid-cooling-integration,effective_yield,0.88,0.94,0.98,ratio,synthetic,0.2,2026-07-19,Illustrative integration and leak-test yield.,synthetic:assembly-capacity,Acceptance and leak-test data support the range.,Quality data show another yield.,cooling-components
component,liquid-cooling-integration,platform_qualified_share,0.9,0.96,0.99,ratio,synthetic,0.2,2026-07-19,Illustrative GB200-compatible share.,synthetic:assembly-capacity,Qualification records support the share.,Qualification records imply another share.,cooling-qualification
component,liquid-cooling-integration,customer_allocation_share,0.9,0.97,1.0,ratio,synthetic,0.15,2026-07-19,Illustrative customer allocation.,synthetic:assembly-capacity,Allocation records support the share.,Routing records imply another share.,cooling-allocation
component,liquid-cooling-integration,units_per_rack,1.0,1.0,1.0,rack_cooling_set/rack,derived,0.85,2026-07-19,One complete rack-side cooling integration set per liquid-cooled rack.,nvidia:dgx-gb200-assembly-topology,A manufacturing BOM supports one complete integration set per rack.,The rack design requires a different count or splits the set into independent pools.,
