owner_type,owner_id,parameter,low,base,high,unit,posture,confidence,last_updated,methodology,evidence_ids,confirming_evidence,falsifying_evidence,correlation_group
resource_pool,shared-interposers,capacity,44000.0,53500.0,64000.0,interposer,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,packaging
resource_pool,shared-interposers,effective_yield,0.91,0.95,0.98,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,packaging
resource_pool,shared-abf-substrates,capacity,50000.0,61500.0,73500.0,substrate,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,substrates
resource_pool,shared-abf-substrates,effective_yield,0.93,0.97,0.99,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,substrates
resource_pool,shared-compute-tray-assembly,capacity,9000.0,11000.0,13200.0,tray,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,odm
resource_pool,shared-compute-tray-assembly,effective_yield,0.9,0.94,0.98,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,odm
resource_pool,shared-nvlink-switch-trays,capacity,4800.0,6000.0,7200.0,switch_tray,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,networking
resource_pool,shared-nvlink-switch-trays,effective_yield,0.94,0.97,0.99,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,networking
resource_pool,shared-power-shelves,capacity,4100.0,5050.0,6050.0,power_shelf,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,power-components
resource_pool,shared-power-shelves,effective_yield,0.95,0.98,0.995,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,power-components
resource_pool,shared-liquid-cooling,capacity,400.0,500.0,600.0,rack_cooling_set,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,rack-integration
resource_pool,shared-liquid-cooling,effective_yield,0.9,0.95,0.98,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,rack-integration
resource_pool,shared-qualification,capacity,360.0,445.0,535.0,qualification_slot,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,qualification
resource_pool,shared-qualification,effective_yield,0.91,0.96,0.99,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,qualification
resource_pool,shared-logistics,capacity,350.0,430.0,520.0,shipment_slot,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,logistics
resource_pool,shared-logistics,effective_yield,0.96,0.985,0.997,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,logistics
resource_pool,shared-installation,capacity,315.0,395.0,480.0,installation_slot,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,site-readiness
resource_pool,shared-installation,effective_yield,0.93,0.97,0.99,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,site-readiness
resource_pool,shared-energized-power,capacity,40.0,50.0,62.0,MW,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,site-readiness
resource_pool,shared-energized-power,effective_yield,1.0,1.0,1.0,ratio,derived,1.0,2026-07-17,Capacity is already defined as energized critical IT MW.,synthetic:shared-capacity,The capacity definition remains on the stated post-adjustment basis.,The capacity input is redefined to a pre-yield or pre-allocation basis.,
resource_pool,shared-commissioning,capacity,280.0,345.0,420.0,commissioning_slot,synthetic,0.35,2026-07-17,Illustrative quarterly shared-pool range selected to test cross-platform conservation. It is not an estimate of actual supplier capacity.,synthetic:shared-capacity,"Supplier output, installed tool throughput, utilization, and inventory evidence support the pool range.",Verified shared-pool output falls outside the range.,site-readiness
resource_pool,shared-commissioning,effective_yield,0.92,0.97,0.99,ratio,synthetic,0.35,2026-07-17,Illustrative effective yield applied once to the shared pool.,synthetic:shared-capacity,Known-good-output and scrap evidence support the yield range.,Qualification or output data show a materially different yield.,site-readiness
requirement,nvidia-gb200-nvl72:packages,units_per_system,72.0,72.0,72.0,package,derived,0.82,2026-07-17,Uses 72 disclosed GPUs as 72 package equivalents per system.,nvidia:gb200-product,A manufacturing BOM or current NVIDIA system specification supports the conversion.,A manufacturing BOM uses a different package count.,
requirement,nvidia-gb200-nvl72:interposers,units_per_system,66.0,72.0,78.0,interposer,synthetic,0.35,2026-07-17,Illustrative one-interposer-per-package abstraction.,synthetic:shared-capacity,Package cross-sections support the count.,A manufacturing BOM shows a different topology.,
requirement,nvidia-gb200-nvl72:substrates,units_per_system,66.0,72.0,78.0,substrate,synthetic,0.35,2026-07-17,Illustrative one-substrate-per-package abstraction.,synthetic:shared-capacity,Supplier BOM evidence supports the count.,Package construction uses a different substrate count.,
requirement,nvidia-gb200-nvl72:trays,units_per_system,18.0,18.0,18.0,tray,derived,0.95,2026-07-17,Uses 18 compute trays per rack.,nvidia:gb200-hardware,A manufacturing BOM or current NVIDIA system specification supports the conversion.,A current rack BOM reports a different tray count.,
requirement,nvidia-gb200-nvl72:switch-trays,units_per_system,9.0,9.0,9.0,switch_tray,reported,0.98,2026-07-17,Uses nine disclosed NVLink switch trays per rack.,nvidia:gb200-hardware,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different switch-tray count.,
requirement,nvidia-gb200-nvl72:power-shelves,units_per_system,8.0,8.0,8.0,power_shelf,reported,0.98,2026-07-17,Uses eight disclosed power shelves per rack.,nvidia:gb200-hardware,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different power-shelf count.,
requirement,nvidia-gb200-nvl72:cooling,units_per_system,1.0,1.0,1.0,rack_cooling_set,derived,0.85,2026-07-17,Uses one complete liquid-cooling integration set per liquid-cooled rack.,nvidia:gb200-product,A manufacturing BOM or current NVIDIA system specification supports the conversion.,The rack design needs a different cooling-set count.,
requirement,nvidia-gb200-nvl72:qualification,units_per_system,1.0,1.0,1.0,qualification_slot,synthetic,0.35,2026-07-17,One end-to-end qualification slot per rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb200-nvl72:logistics,units_per_system,1.0,1.0,1.0,shipment_slot,synthetic,0.35,2026-07-17,One specialized shipment slot per rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb200-nvl72:installation,units_per_system,1.0,1.0,1.0,installation_slot,synthetic,0.35,2026-07-17,One customer-site installation slot per rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb200-nvl72:commissioning,units_per_system,1.0,1.0,1.0,commissioning_slot,synthetic,0.35,2026-07-17,One acceptance commissioning slot per installed rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb300-nvl72:packages,units_per_system,72.0,72.0,72.0,package,derived,0.82,2026-07-17,Uses 72 disclosed GPUs as 72 package equivalents per system.,nvidia:gb300-product,A manufacturing BOM or current NVIDIA system specification supports the conversion.,A manufacturing BOM uses a different package count.,
requirement,nvidia-gb300-nvl72:interposers,units_per_system,66.0,72.0,78.0,interposer,synthetic,0.35,2026-07-17,Illustrative one-interposer-per-package abstraction.,synthetic:shared-capacity,Package cross-sections support the count.,A manufacturing BOM shows a different topology.,
requirement,nvidia-gb300-nvl72:substrates,units_per_system,66.0,72.0,78.0,substrate,synthetic,0.35,2026-07-17,Illustrative one-substrate-per-package abstraction.,synthetic:shared-capacity,Supplier BOM evidence supports the count.,Package construction uses a different substrate count.,
requirement,nvidia-gb300-nvl72:trays,units_per_system,18.0,18.0,18.0,tray,derived,0.95,2026-07-17,Uses 18 compute trays per rack.,nvidia:gb300-components,A manufacturing BOM or current NVIDIA system specification supports the conversion.,A current rack BOM reports a different tray count.,
requirement,nvidia-gb300-nvl72:switch-trays,units_per_system,9.0,9.0,9.0,switch_tray,reported,0.98,2026-07-17,Uses nine disclosed NVLink switch trays per rack.,nvidia:gb300-components,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different switch-tray count.,
requirement,nvidia-gb300-nvl72:power-shelves,units_per_system,8.0,8.0,8.0,power_shelf,reported,0.98,2026-07-17,Uses eight disclosed power shelves per rack.,nvidia:gb300-components,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different power-shelf count.,
requirement,nvidia-gb300-nvl72:cooling,units_per_system,1.0,1.0,1.0,rack_cooling_set,derived,0.85,2026-07-17,Uses one complete liquid-cooling integration set per liquid-cooled rack.,nvidia:gb300-product,A manufacturing BOM or current NVIDIA system specification supports the conversion.,The rack design needs a different cooling-set count.,
requirement,nvidia-gb300-nvl72:qualification,units_per_system,1.0,1.0,1.0,qualification_slot,synthetic,0.35,2026-07-17,One end-to-end qualification slot per rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb300-nvl72:logistics,units_per_system,1.0,1.0,1.0,shipment_slot,synthetic,0.35,2026-07-17,One specialized shipment slot per rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb300-nvl72:installation,units_per_system,1.0,1.0,1.0,installation_slot,synthetic,0.35,2026-07-17,One customer-site installation slot per rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb300-nvl72:commissioning,units_per_system,1.0,1.0,1.0,commissioning_slot,synthetic,0.35,2026-07-17,One acceptance commissioning slot per installed rack-scale system.,synthetic:shared-capacity,The operating workflow confirms one resource unit per rack-scale system.,The workflow requires a different unit count per system.,
requirement,nvidia-gb200-nvl72:hbm,units_per_system,13.4,13.4,13.4,TB,reported,0.98,2026-07-17,Uses NVIDIA's aggregate HBM3E specification per GB200 NVL72.,nvidia:gb200-product,A current NVIDIA BOM or service manual reports the same configuration.,A current NVIDIA specification reports a different aggregate HBM capacity.,
requirement,nvidia-gb300-nvl72:hbm,units_per_system,20.0,20.0,20.0,TB,reported,0.98,2026-07-17,Uses NVIDIA's aggregate GPU-memory specification per GB300 NVL72.,nvidia:gb300-product,A current NVIDIA BOM or service manual reports the same configuration.,A current NVIDIA specification reports a different aggregate GPU-memory capacity.,
requirement,nvidia-gb200-nvl72:power,units_per_system,0.11,0.12,0.13,MW,derived,0.88,2026-07-17,Converts approximately 120 kW rack consumption into a 0.12 MW base range.,nvidia:gb200-hardware,A manufacturing BOM or current NVIDIA system specification supports the conversion.,Metered rack demand falls outside 110–130 kW.,
requirement,nvidia-gb300-nvl72:power,units_per_system,0.13,0.142,0.15,MW,derived,0.88,2026-07-17,Converts NVIDIA's up-to-142 kW rack requirement into a narrow deployment range.,nvidia:gb300-components,A manufacturing BOM or current NVIDIA system specification supports the conversion.,Metered rack demand falls outside 130–150 kW.,
