owner_type,owner_id,parameter,low,base,high,unit,posture,confidence,last_updated,methodology,evidence_ids,confirming_evidence,falsifying_evidence,correlation_group
supplier_wafer,micron,wafer_starts,25000.0,35000.0,45000.0,wafer,synthetic,0.3,2026-07-19,Illustrative quarterly micron HBM3E-compatible wafer starts before platform qualification and customer allocation.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-front-end
supplier_wafer,micron,wafer_diameter_mm,300.0,300.0,300.0,mm,derived,0.98,2026-07-19,Micron's 2025 Form 10-K identifies 8-high 24GB HBM3E on 1-beta and states that Micron products are manufactured on 300mm wafers. This supports Micron's nominal HBM3E wafer format only; it does not support another supplier or any capacity input.,micron:2025-10k-hbm-wafer,A Micron process or product document explicitly identifies the same HBM3E flow as 300mm.,Micron identifies a non-300mm wafer format for the modeled 1-beta HBM3E flow.,
supplier_wafer,micron,edge_exclusion_mm,2.0,2.5,3.0,mm,synthetic,0.3,2026-07-19,Illustrative micron HBM wafer edge exclusion.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,
supplier_wafer,micron,die_width_mm,9.5,10.0,10.5,mm,synthetic,0.3,2026-07-19,Illustrative micron HBM3E memory-die width.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-geometry
supplier_wafer,micron,die_height_mm,10.5,11.0,11.5,mm,synthetic,0.3,2026-07-19,Illustrative micron HBM3E memory-die height.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-geometry
supplier_wafer,micron,scribe_width_mm,0.05,0.08,0.11,mm,synthetic,0.3,2026-07-19,Illustrative micron HBM scribe width.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,
supplier_process,micron,known_good_die_yield,0.84,0.91,0.96,ratio,synthetic,0.3,2026-07-19,Illustrative Micron Technology known-good HBM memory-die yield after repair and test.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-yield
supplier_process,micron,stack_assembly_yield,0.9,0.95,0.985,ratio,synthetic,0.3,2026-07-19,Illustrative Micron Technology HBM3E stack-assembly yield.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-stack-yield
supplier_process,micron,stack_final_test_yield,0.95,0.98,0.997,ratio,synthetic,0.3,2026-07-19,Illustrative Micron Technology HBM3E final stack-test yield.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-stack-yield
supplier_process,micron,platform_qualified_share,0.7,0.8,0.9,ratio,synthetic,0.3,2026-07-19,Illustrative share of Micron Technology good 24GB 8-high-compatible stacks qualified for Blackwell.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-qualification
supplier_process,micron,customer_allocation_share,0.45,0.55,0.65,ratio,synthetic,0.3,2026-07-19,Illustrative share of Micron Technology Blackwell-qualified stacks allocated to NVIDIA Blackwell in 2026-Q3.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,micron-allocation
supplier_wafer,samsung,wafer_starts,20000.0,30000.0,40000.0,wafer,synthetic,0.3,2026-07-19,Illustrative quarterly samsung HBM3E-compatible wafer starts before platform qualification and customer allocation.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-front-end
supplier_wafer,samsung,wafer_diameter_mm,300.0,300.0,300.0,mm,synthetic,0.3,2026-07-19,Unverified reference wafer diameter for samsung; do not infer it from Micron evidence.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,
supplier_wafer,samsung,edge_exclusion_mm,2.0,2.5,3.0,mm,synthetic,0.3,2026-07-19,Illustrative samsung HBM wafer edge exclusion.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,
supplier_wafer,samsung,die_width_mm,9.5,10.0,10.5,mm,synthetic,0.3,2026-07-19,Illustrative samsung HBM3E memory-die width.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-geometry
supplier_wafer,samsung,die_height_mm,10.5,11.0,11.5,mm,synthetic,0.3,2026-07-19,Illustrative samsung HBM3E memory-die height.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-geometry
supplier_wafer,samsung,scribe_width_mm,0.05,0.08,0.11,mm,synthetic,0.3,2026-07-19,Illustrative samsung HBM scribe width.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,
supplier_process,samsung,known_good_die_yield,0.78,0.87,0.94,ratio,synthetic,0.3,2026-07-19,Illustrative Samsung Electronics known-good HBM memory-die yield after repair and test.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-yield
supplier_process,samsung,stack_assembly_yield,0.84,0.91,0.97,ratio,synthetic,0.3,2026-07-19,Illustrative Samsung Electronics HBM3E stack-assembly yield.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-stack-yield
supplier_process,samsung,stack_final_test_yield,0.92,0.965,0.992,ratio,synthetic,0.3,2026-07-19,Illustrative Samsung Electronics HBM3E final stack-test yield.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-stack-yield
supplier_process,samsung,platform_qualified_share,0.4,0.6,0.8,ratio,synthetic,0.3,2026-07-19,Illustrative share of Samsung Electronics good 24GB 8-high-compatible stacks qualified for Blackwell.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-qualification
supplier_process,samsung,customer_allocation_share,0.15,0.25,0.4,ratio,synthetic,0.3,2026-07-19,Illustrative share of Samsung Electronics Blackwell-qualified stacks allocated to NVIDIA Blackwell in 2026-Q3.,synthetic:hbm-supplier-portfolio,"Supplier wafer, yield, qualification, or allocation records support the range.",Verified supplier or customer records place the input outside the range.,samsung-allocation
