owner_type,owner_id,parameter,low,base,high,unit,posture,confidence,last_updated,methodology,evidence_ids,confirming_evidence,falsifying_evidence,correlation_group
constraint,hbm3e-capacity,platform_allocation,0.72,0.8,0.88,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,hbm3e-capacity,units_per_system,13.4,13.4,13.4,TB,reported,0.98,2026-07-17,Uses NVIDIA's aggregate HBM3E specification per GB200 NVL72 rack.,nvidia:gb200-product,A current NVIDIA BOM or service manual reports the same configuration.,A current NVIDIA specification reports materially different installed HBM capacity.,
constraint,silicon-interposers,capacity,30000.0,38000.0,47000.0,interposer,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,packaging
constraint,silicon-interposers,effective_yield,0.9,0.94,0.97,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,packaging
constraint,silicon-interposers,platform_allocation,0.7,0.78,0.86,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,silicon-interposers,units_per_system,64.0,72.0,80.0,interposer,synthetic,0.35,2026-07-17,Illustrative one-interposer-per-GPU-package abstraction; not a disclosed manufacturing BOM.,synthetic:capacity,Package cross-sections or supplier BOM evidence support the count.,A manufacturing BOM shows a materially different interposer topology.,
constraint,abf-substrates,capacity,39000.0,47000.0,56000.0,substrate,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,substrates
constraint,abf-substrates,effective_yield,0.92,0.96,0.985,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,substrates
constraint,abf-substrates,platform_allocation,0.7,0.79,0.87,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,abf-substrates,units_per_system,64.0,72.0,80.0,substrate,synthetic,0.35,2026-07-17,Illustrative package-substrate requirement; not a disclosed manufacturing BOM.,synthetic:capacity,Supplier BOM evidence supports the count and substrate class.,Package construction uses a materially different substrate count or technology.,
constraint,compute-tray-assembly,capacity,7200.0,8600.0,10200.0,tray,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,odm
constraint,compute-tray-assembly,effective_yield,0.88,0.93,0.97,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,odm
constraint,compute-tray-assembly,platform_allocation,0.86,0.92,0.97,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,compute-tray-assembly,units_per_system,18.0,18.0,18.0,tray,reported,0.98,2026-07-17,NVIDIA reports 18 1RU compute trays per NVL72 rack.,nvidia:dgx-gb-hardware,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different compute-tray count.,
constraint,connectx7-nics,capacity,30000.0,37000.0,45000.0,NIC,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,networking
constraint,connectx7-nics,effective_yield,0.96,0.98,0.995,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,networking
constraint,connectx7-nics,platform_allocation,0.82,0.89,0.95,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,connectx7-nics,units_per_system,72.0,72.0,72.0,NIC,derived,0.85,2026-07-17,18 trays multiplied by four disclosed ConnectX-7 NICs per tray.,nvidia:dgx-gb-hardware,A manufacturing BOM or current NVIDIA system specification supports the conversion.,A current tray BOM reports a different NIC count.,
constraint,bluefield3-dpus,capacity,15500.0,19000.0,23000.0,DPU,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,networking
constraint,bluefield3-dpus,effective_yield,0.96,0.985,0.997,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,networking
constraint,bluefield3-dpus,platform_allocation,0.82,0.89,0.95,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,bluefield3-dpus,units_per_system,36.0,36.0,36.0,DPU,derived,0.85,2026-07-17,18 trays multiplied by two disclosed BlueField-3 DPUs per tray.,nvidia:dgx-gb-hardware,A manufacturing BOM or current NVIDIA system specification supports the conversion.,A current tray BOM reports a different DPU count.,
constraint,nvlink-switch-trays,capacity,3600.0,4400.0,5200.0,switch_tray,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,networking
constraint,nvlink-switch-trays,effective_yield,0.93,0.97,0.99,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,networking
constraint,nvlink-switch-trays,platform_allocation,0.86,0.92,0.97,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,nvlink-switch-trays,units_per_system,9.0,9.0,9.0,switch_tray,reported,0.98,2026-07-17,NVIDIA reports nine NVLink switch trays per NVL72 rack.,nvidia:dgx-gb-hardware,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different switch-tray count.,
constraint,management-tor-switches,capacity,900.0,1150.0,1400.0,switch,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,networking
constraint,management-tor-switches,effective_yield,0.97,0.99,0.999,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,networking
constraint,management-tor-switches,platform_allocation,0.86,0.92,0.97,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,management-tor-switches,units_per_system,2.0,2.0,2.0,switch,reported,0.98,2026-07-17,NVIDIA reports two management TOR switches per NVL72 rack.,nvidia:dgx-gb-hardware,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different TOR-switch count.,
constraint,power-shelves,capacity,3500.0,4200.0,5000.0,power_shelf,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,power-components
constraint,power-shelves,effective_yield,0.96,0.985,0.997,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,power-components
constraint,power-shelves,platform_allocation,0.86,0.92,0.97,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,power-shelves,units_per_system,8.0,8.0,8.0,power_shelf,reported,0.98,2026-07-17,NVIDIA reports eight power shelves per DGX GB200 NVL72 rack.,nvidia:dgx-gb-hardware,A current NVIDIA BOM or service manual reports the same configuration.,A current rack BOM reports a different power-shelf count.,
constraint,liquid-cooling-integration,capacity,380.0,465.0,560.0,rack_cooling_set,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,rack-integration
constraint,liquid-cooling-integration,effective_yield,0.88,0.94,0.98,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,rack-integration
constraint,liquid-cooling-integration,platform_allocation,1.0,1.0,1.0,ratio,derived,1.0,2026-07-17,Capacity is already defined as GB200-compatible cooling sets.,synthetic:capacity,The capacity definition remains on the stated post-adjustment basis.,The capacity input is redefined to a pre-yield or pre-allocation basis.,
constraint,liquid-cooling-integration,units_per_system,1.0,1.0,1.0,rack_cooling_set,derived,0.85,2026-07-17,One complete liquid-cooling integration set per liquid-cooled rack-scale system.,nvidia:gb200-product,A manufacturing BOM or current NVIDIA system specification supports the conversion.,The rack design is changed to require a different integration-set count.,
constraint,factory-qualification,capacity,350.0,430.0,520.0,qualification_slot,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,system-qualification
constraint,factory-qualification,effective_yield,0.9,0.95,0.98,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,system-qualification
constraint,factory-qualification,platform_allocation,1.0,1.0,1.0,ratio,derived,1.0,2026-07-17,Qualification capacity is already scoped to the platform.,synthetic:capacity,The capacity definition remains on the stated post-adjustment basis.,The capacity input is redefined to a pre-yield or pre-allocation basis.,
constraint,factory-qualification,units_per_system,1.0,1.0,1.0,qualification_slot,synthetic,0.35,2026-07-17,One end-to-end factory qualification slot per shipped system.,synthetic:capacity,ODM test flow confirms one slot per rack.,Qualification requires materially different repeated or parallel slots.,
constraint,rack-logistics,capacity,365.0,450.0,540.0,shipment_slot,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,logistics
constraint,rack-logistics,effective_yield,0.96,0.985,0.997,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,logistics
constraint,rack-logistics,platform_allocation,1.0,1.0,1.0,ratio,derived,1.0,2026-07-17,Shipment capacity is already scoped to qualified rack systems.,synthetic:capacity,The capacity definition remains on the stated post-adjustment basis.,The capacity input is redefined to a pre-yield or pre-allocation basis.,
constraint,rack-logistics,units_per_system,1.0,1.0,1.0,shipment_slot,synthetic,0.35,2026-07-17,One specialized shipment slot per rack-scale system.,synthetic:capacity,Freight bookings and delivery records support one slot per system.,Observed shipment topology requires materially different logistics units.,
constraint,site-installation,capacity,330.0,410.0,500.0,installation_slot,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,site-readiness
constraint,site-installation,effective_yield,0.92,0.96,0.99,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,site-readiness
constraint,site-installation,platform_allocation,1.0,1.0,1.0,ratio,derived,1.0,2026-07-17,Installation slots are already scoped to the modeled system.,synthetic:capacity,The capacity definition remains on the stated post-adjustment basis.,The capacity input is redefined to a pre-yield or pre-allocation basis.,
constraint,site-installation,units_per_system,1.0,1.0,1.0,installation_slot,synthetic,0.35,2026-07-17,One physical installation and facility-integration slot per rack-scale system.,synthetic:capacity,Site commissioning records support one slot per system.,Observed installation flow requires materially different units.,
constraint,energized-datacenter-power,capacity,39.0,49.0,62.0,MW,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,site-readiness
constraint,energized-datacenter-power,effective_yield,1.0,1.0,1.0,ratio,derived,1.0,2026-07-17,Power input is already defined as energized critical IT MW.,synthetic:capacity,The capacity definition remains on the stated post-adjustment basis.,The capacity input is redefined to a pre-yield or pre-allocation basis.,
constraint,energized-datacenter-power,platform_allocation,0.76,0.84,0.91,ratio,synthetic,0.35,2026-07-17,Illustrative share of the resource available to this platform after competing products and customers.,synthetic:capacity,"Reserved-capacity contracts, prepayments, or observed shipment mix support the platform share.",Allocation disclosures or shipment routing show a materially different platform share.,platform-share
constraint,energized-datacenter-power,units_per_system,0.11,0.12,0.13,MW,derived,0.88,2026-07-17,Converts NVIDIA's approximately 120 kW rack consumption into a 0.12 MW base with a narrow interpretation range.,nvidia:dgx-gb-hardware,A manufacturing BOM or current NVIDIA system specification supports the conversion.,Metered steady-state critical IT load falls outside 110–130 kW per rack.,
constraint,datacenter-commissioning,capacity,300.0,385.0,475.0,commissioning_slot,synthetic,0.35,2026-07-17,Illustrative quarterly range selected to exercise the reconciliation engine. It is not an estimate of actual supplier capacity.,synthetic:capacity,"Supplier output, tool throughput, utilization, inventory, and shipment evidence support this range.",Verified quarterly output or installed throughput falls outside this range.,site-readiness
constraint,datacenter-commissioning,effective_yield,0.91,0.96,0.99,ratio,synthetic,0.35,2026-07-17,"Illustrative effective yield after process, test, and quality loss; no actual yield claim is made.",synthetic:capacity,Known-good-output and scrap data support the modeled conversion rate.,Supplier or customer qualification data show a materially different effective yield.,site-readiness
constraint,datacenter-commissioning,platform_allocation,1.0,1.0,1.0,ratio,derived,1.0,2026-07-17,Commissioning capacity is already scoped to this rack class.,synthetic:capacity,The capacity definition remains on the stated post-adjustment basis.,The capacity input is redefined to a pre-yield or pre-allocation basis.,
constraint,datacenter-commissioning,units_per_system,1.0,1.0,1.0,commissioning_slot,synthetic,0.35,2026-07-17,"One burn-in, network, cooling, and acceptance commissioning slot per installed system.",synthetic:capacity,Commissioning records support one slot per system.,Acceptance workflow requires materially different units or repeated attempts.,
allocation,allocation:hyperscaler-a,share,0.26,0.3,0.33999999999999997,ratio,synthetic,0.35,2026-07-17,Illustrative customer-cohort share used only to exercise allocation and demand-cap logic.,synthetic:allocation,"Customer prepayments, purchase commitments, ODM routing, or disclosed reserved capacity support this share.",Shipment manifests or customer disclosures show a materially different allocation.,customer-mix
allocation,allocation:hyperscaler-a,demand_cap,110.0,150.0,190.0,system,synthetic,0.35,2026-07-17,Illustrative quarterly cohort demand ceiling; not an order-book estimate.,synthetic:allocation,Purchase commitments and delivery schedules support the ceiling.,"Cancellations, export restrictions, or delivery data place demand outside the range.",
allocation,allocation:hyperscaler-b,share,0.19,0.23,0.27,ratio,synthetic,0.35,2026-07-17,Illustrative customer-cohort share used only to exercise allocation and demand-cap logic.,synthetic:allocation,"Customer prepayments, purchase commitments, ODM routing, or disclosed reserved capacity support this share.",Shipment manifests or customer disclosures show a materially different allocation.,customer-mix
allocation,allocation:hyperscaler-b,demand_cap,90.0,125.0,165.0,system,synthetic,0.35,2026-07-17,Illustrative quarterly cohort demand ceiling; not an order-book estimate.,synthetic:allocation,Purchase commitments and delivery schedules support the ceiling.,"Cancellations, export restrictions, or delivery data place demand outside the range.",
allocation,allocation:model-labs,share,0.13,0.17,0.21000000000000002,ratio,synthetic,0.35,2026-07-17,Illustrative customer-cohort share used only to exercise allocation and demand-cap logic.,synthetic:allocation,"Customer prepayments, purchase commitments, ODM routing, or disclosed reserved capacity support this share.",Shipment manifests or customer disclosures show a materially different allocation.,customer-mix
allocation,allocation:model-labs,demand_cap,60.0,95.0,130.0,system,synthetic,0.35,2026-07-17,Illustrative quarterly cohort demand ceiling; not an order-book estimate.,synthetic:allocation,Purchase commitments and delivery schedules support the ceiling.,"Cancellations, export restrictions, or delivery data place demand outside the range.",
allocation,allocation:neoclouds,share,0.07999999999999999,0.12,0.16,ratio,synthetic,0.35,2026-07-17,Illustrative customer-cohort share used only to exercise allocation and demand-cap logic.,synthetic:allocation,"Customer prepayments, purchase commitments, ODM routing, or disclosed reserved capacity support this share.",Shipment manifests or customer disclosures show a materially different allocation.,customer-mix
allocation,allocation:neoclouds,demand_cap,40.0,70.0,100.0,system,synthetic,0.35,2026-07-17,Illustrative quarterly cohort demand ceiling; not an order-book estimate.,synthetic:allocation,Purchase commitments and delivery schedules support the ceiling.,"Cancellations, export restrictions, or delivery data place demand outside the range.",
allocation,allocation:sovereign,share,0.049999999999999996,0.09,0.13,ratio,synthetic,0.35,2026-07-17,Illustrative customer-cohort share used only to exercise allocation and demand-cap logic.,synthetic:allocation,"Customer prepayments, purchase commitments, ODM routing, or disclosed reserved capacity support this share.",Shipment manifests or customer disclosures show a materially different allocation.,customer-mix
allocation,allocation:sovereign,demand_cap,25.0,50.0,80.0,system,synthetic,0.35,2026-07-17,Illustrative quarterly cohort demand ceiling; not an order-book estimate.,synthetic:allocation,Purchase commitments and delivery schedules support the ceiling.,"Cancellations, export restrictions, or delivery data place demand outside the range.",
allocation,allocation:enterprise,share,0.030000000000000006,0.07,0.11000000000000001,ratio,synthetic,0.35,2026-07-17,Illustrative customer-cohort share used only to exercise allocation and demand-cap logic.,synthetic:allocation,"Customer prepayments, purchase commitments, ODM routing, or disclosed reserved capacity support this share.",Shipment manifests or customer disclosures show a materially different allocation.,customer-mix
allocation,allocation:enterprise,demand_cap,20.0,40.0,65.0,system,synthetic,0.35,2026-07-17,Illustrative quarterly cohort demand ceiling; not an order-book estimate.,synthetic:allocation,Purchase commitments and delivery schedules support the ceiling.,"Cancellations, export restrictions, or delivery data place demand outside the range.",
allocation,allocation:china,share,0.0,0.02,0.06,ratio,synthetic,0.35,2026-07-17,Illustrative customer-cohort share used only to exercise allocation and demand-cap logic.,synthetic:allocation,"Customer prepayments, purchase commitments, ODM routing, or disclosed reserved capacity support this share.",Shipment manifests or customer disclosures show a materially different allocation.,customer-mix
allocation,allocation:china,demand_cap,0.0,10.0,25.0,system,synthetic,0.35,2026-07-17,Illustrative quarterly cohort demand ceiling; not an order-book estimate.,synthetic:allocation,Purchase commitments and delivery schedules support the ceiling.,"Cancellations, export restrictions, or delivery data place demand outside the range.",
supplier_economics,economics:nvidia-gb200,units_per_system,1.0,1.0,1.0,unit/system,synthetic,0.35,2026-07-17,One modeled platform revenue unit per shipped rack.,synthetic:economics,Revenue recognition maps one shipped rack to one platform unit.,Company accounting or bundle structure maps revenue differently.,
supplier_economics,economics:nvidia-gb200,revenue_per_unit,2500000.0,3200000.0,4000000.0,USD/unit,synthetic,0.35,2026-07-17,Illustrative system-level revenue range; not disclosed ASP or guidance.,synthetic:economics,"Contracts, distributor quotes, or filings support the platform revenue range.",Verified pricing or accounting allocation falls outside the range.,
supplier_economics,economics:nvidia-gb200,gross_margin,0.58,0.66,0.73,ratio,synthetic,0.35,2026-07-17,Illustrative platform contribution margin; not NVIDIA company gross margin guidance.,synthetic:economics,Segment cost structure supports the range.,Reported or reconstructed platform contribution margin falls outside the range.,
consensus,consensus:nvidia-platform-demo,revenue,850000000.0,1100000000.0,1450000000.0,USD,synthetic,0.35,2026-07-17,Synthetic platform-linked comparator used only to exercise discrepancy math; not sell-side consensus or total-company revenue.,synthetic:consensus,A sourced platform-specific consensus bridge supports the range.,A sourced estimate set places the comparable revenue outside the range.,
opportunity_factors,opportunity:nvidia-demo,confidence,0.25,0.35,0.48,ratio,synthetic,0.35,2026-07-17,Illustrative confidence penalty for a mostly synthetic scenario.,synthetic:consensus,Multiple independent sources converge on the physical and economic bridge.,Source conflicts or failed backtests reduce calibration.,
opportunity_factors,opportunity:nvidia-demo,liquidity,0.95,0.99,1.0,ratio,synthetic,0.35,2026-07-17,Illustrative normalized liquidity factor for ranking demonstrations.,synthetic:consensus,Current traded value and depth support a near-one factor.,Liquidity deteriorates materially.,
opportunity_factors,opportunity:nvidia-demo,timing,0.55,0.7,0.82,ratio,synthetic,0.35,2026-07-17,Illustrative timing factor for a next-quarter estimate-revision window.,synthetic:consensus,A dated earnings or supplier catalyst falls inside the modeled window.,The evidence cannot affect estimates within the window.,
opportunity_factors,opportunity:nvidia-demo,catalyst_strength,0.35,0.5,0.68,ratio,synthetic,0.35,2026-07-17,Illustrative catalyst strength pending real shipment and supplier evidence.,synthetic:consensus,Shipment data and supplier commentary create a visible estimate bridge.,No identifiable public catalyst links the evidence to estimates.,
platform,nvidia-gb200-nvl72,accelerator_packages_per_system,72.0,72.0,72.0,package/system,derived,0.82,2026-07-17,Treats each disclosed Blackwell GPU as one accelerator package for the first-release output metric.,nvidia:gb200-product,A manufacturing BOM or current NVIDIA system specification supports the conversion.,A manufacturing BOM uses a different package or module definition.,
platform,nvidia-gb200-nvl72,servers_per_system,18.0,18.0,18.0,server/system,reported,0.98,2026-07-17,Treats each of the 18 disclosed compute trays as one server node.,nvidia:dgx-gb-hardware,A current NVIDIA BOM or service manual reports the same configuration.,A current rack specification reports a different compute-node count.,
platform,nvidia-gb200-nvl72,racks_per_system,1.0,1.0,1.0,rack/system,reported,0.98,2026-07-17,The platform system unit is one NVL72 rack.,nvidia:gb200-product,A current NVIDIA BOM or service manual reports the same configuration.,The modeled system boundary changes from one rack.,
